15um_t1.png,15um_t10.png,15um_t99.6.png,laser15um_t1.png,laser15um_t10.png,laser15um_t99.6.png
0.010648627,0.03336039,0.18955138,0.010648627,0.011199215,0.03754196
0.010648627,0.025226668,0.18955138,0.010648627,0.011199215,0.03754196
0.010648627,0.025226668,0.2027455,0.010648627,0.011199215,0.042870194
0.010648627,0.025226668,0.18674588,0.010648627,0.011199215,0.045675687
0.010648627,0.020463921,0.16991295,0.010648627,0.011199215,0.043152936
0.013171373,0.025792157,0.20191216,0.010648627,0.011199215,0.043152936
0.013171373,0.028032158,0.18674588,0.010648627,0.011199215,0.043152936
0.013171373,0.025226668,0.14466353,0.010648627,0.011199215,0.043152936
0.013171373,0.025226668,0.14580236,0.010648627,0.011199215,0.042870194
0.010648627,0.025226668,0.14860785,0.010648627,0.013171373,0.042870194
0.010648627,0.01989843,0.14860785,0.010648627,0.013171373,0.042870194
0.010648627,0.01989843,0.1718851,0.010648627,0.013171373,0.042870194
0.010648627,0.01989843,0.20471765,0.010648627,0.013736864,0.043152936
0.010648627,0.01989843,0.1814404,0.010648627,0.011764706,0.043152936
0.010648627,0.01989843,0.13738589,0.010648627,0.011199215,0.037824705
0.010648627,0.01989843,0.14777452,0.010648627,0.011199215,0.043152936
0.010648627,0.01989843,0.15816313,0.010648627,0.011199215,0.04595843
0.013171373,0.01989843,0.122525096,0.010648627,0.011199215,0.04595843
0.010648627,0.01989843,0.116914116,0.010648627,0.011199215,0.043152936
0.010648627,0.01989843,0.13374707,0.010648627,0.011199215,0.043152936
0.010648627,0.01989843,0.13935804,0.010648627,0.011199215,0.043152936
0.010648627,0.01989843,0.13935804,0.010648627,0.011199215,0.043152936
0.010648627,0.01989843,0.13374707,0.010648627,0.011199215,0.04595843
0.010648627,0.01989843,0.1253306,0.010648627,0.011199215,0.043152936
0.010648627,0.017375687,0.10766432,0.010648627,0.011764706,0.042870194
0.010648627,0.017375687,0.11608078,0.013171373,0.013736864,0.042870194
0.010648627,0.017375687,0.1132753,0.010648627,0.013171373,0.045675687
0.010648627,0.01989843,0.10766432,0.010648627,0.013171373,0.045675687
0.010648627,0.01989843,0.12449726,0.010648627,0.013171373,0.042870194
0.010648627,0.01989843,0.116914116,0.010648627,0.011199215,0.042870194
0.010648627,0.01989843,0.10849765,0.010648627,0.011199215,0.042870194
0.013171373,0.01989843,0.10766432,0.013171373,0.011199215,0.042870194
0.010648627,0.01989843,0.09727569,0.013171373,0.011199215,0.042870194
0.010648627,0.01989843,0.09083137,0.010648627,0.011199215,0.042870194
0.010648627,0.01989843,0.0916647,0.010648627,0.011199215,0.045675687
0.010648627,0.01989843,0.088859215,0.010648627,0.011199215,0.045675687
0.010648627,0.017375687,0.0916647,0.010648627,0.011199215,0.043152936
0.010648627,0.017375687,0.09841452,0.010648627,0.011199215,0.043152936
0.010648627,0.017375687,0.09841452,0.010648627,0.011199215,0.043152936
0.010648627,0.017375687,0.112441964,0.010648627,0.011199215,0.043152936
0.010648627,0.01989843,0.10402549,0.010648627,0.011764706,0.04595843
0.010648627,0.01989843,0.10485882,0.010648627,0.013736864,0.051286668
0.010648627,0.017375687,0.10766432,0.010648627,0.013171373,0.051286668
0.010648627,0.017375687,0.09924785,0.010648627,0.013171373,0.051286668
0.010648627,0.01989843,0.09924785,0.010648627,0.013171373,0.04595843
0.010648627,0.01989843,0.1132753,0.010648627,0.011199215,0.04595843
0.010648627,0.01989843,0.11608078,0.010648627,0.011199215,0.051286668
0.010648627,0.01989843,0.10766432,0.010648627,0.011199215,0.051286668
0.010648627,0.017375687,0.09727569,0.010648627,0.011199215,0.051286668
0.010648627,0.01989843,0.1132753,0.010648627,0.011199215,0.04595843
0.010648627,0.01989843,0.10766432,0.010648627,0.011764706,0.04595843
0.010648627,0.01989843,0.10485882,0.010648627,0.013736864,0.04595843
0.013171373,0.01989843,0.10766432,0.010648627,0.013736864,0.04595843
0.010648627,0.01989843,0.105692156,0.010648627,0.013736864,0.04595843
0.010648627,0.01989843,0.1253306,0.010648627,0.013171373,0.04595843
0.010648627,0.01989843,0.14216353,0.010648627,0.011199215,0.04595843
0.010648627,0.01989843,0.15058,0.010648627,0.011199215,0.051286668
0.010648627,0.01989843,0.15816313,0.010648627,0.011199215,0.051286668
0.010648627,0.01989843,0.14216353,0.010648627,0.011764706,0.04595843
0.010648627,0.025226668,0.11494196,0.010648627,0.011764706,0.052120004
0.010648627,0.01989843,0.14019138,0.010648627,0.011764706,0.052120004
0.010648627,0.01989843,0.17021844,0.013171373,0.011764706,0.051286668
0.013171373,0.020463921,0.17469059,0.013171373,0.011199215,0.051286668
0.013171373,0.025792157,0.18030158,0.010648627,0.011199215,0.04595843
0.010648627,0.025226668,0.15338549,0.010648627,0.011199215,0.04595843
0.010648627,0.01989843,0.13905255,0.010648627,0.011199215,0.051286668
0.010648627,0.01989843,0.1718851,0.010648627,0.011199215,0.04595843
0.010648627,0.01989843,0.18955138,0.010648627,0.011199215,0.04595843
